study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments
Fujita 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21516351		Fujita	Sakaguchi	mice	C57BL/6				wt	1	Chandler	35	0.1	20		i.c.	i.c.		GFP-Ra2 microglial cells	cell therapy	microglia expressing anti-PrP scFv	direct injection into right cerebrum				91	91	survival	165.0						165.0				0.00	1	1	
Fujita 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21516351		Fujita	Sakaguchi	mice	C57BL/6				wt	1	22L	35	0.1	20		i.c.	i.c.		GFP-Ra2 microglial cells	cell therapy	microglia expressing anti-PrP scFv	direct injection into right cerebrum				49	49	survival	162.0						158.0				0.03	0.035	1	
Fujita 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21516351		Fujita	Sakaguchi	mice	C57BL/6				wt	1	22L	35	0.1	20		i.c.	i.c.		GFP-Ra2 microglial cells	cell therapy	microglia expressing anti-PrP scFv	direct injection into right cerebrum				91	91	survival	158.0						158.0				0.00	1	1	
Beringue 1999	1999	http://www.ncbi.nlm.nih.gov/pubmed/10423158	http://vir.sgmjournals.org/content/80/7/1873.full.pdf	Beringue	Dormont	mice			SCID		wt	1	C506M3	56	0.002	100		i.p.	i.p.	NMG	NMG	small molecule	MS-8209	25 mg/kg every day for two weeks		25.0	141.9	0	14	survival	312.0	10.0		35	0.142857143	500	320.0	7.0	36	0.444444444	-0.03	1	0	 Attack rate is less than 100% because of LRS depletion in SCID mice.
Beringue 1999	1999	http://www.ncbi.nlm.nih.gov/pubmed/10423158	http://vir.sgmjournals.org/content/80/7/1873.full.pdf	Beringue	Dormont	mice			R-SCID		wt	1	C506M3	56	0.002	100		i.p.	i.p.	NMG	NMG	small molecule	MS-8209	25 mg/kg every day for two weeks		25.0	141.9	0	14	survival	378.0	7.0		12	0.833333333	500	344.0	9.0	15	0.933333333	0.10	0.05	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			vaccination	AdTA					-35	-14	symptomatic	175.0	5.0		6	1		168.0	3.0	12	1	0.04	0.01	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			vaccination	AdTA/AdhPrP					-35	-14	symptomatic	177.0	6.0		12	1		168.0	3.0	12	1	0.05	0.0005	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	B6 dendritic cells transduced with AdTA	5e5 DCs at weeks 0 and 3				-35	-14	symptomatic	179.0	10.0		6	0.833333333	300	168.0	3.0	12	1	0.07	0.049	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	B6 dendritic cells transduced with AdTA/AdhPrP	5e5 DCs at weeks 0 and 3				-35	-14	symptomatic	183.0	3.0		6	1		168.0	3.0	12	1	0.09	0.0001	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	Tg650 dendritic cells transduced with AdTA	5e5 DCs at weeks 0 and 3				-35	-14	symptomatic	201.0	7.0		5	0.8	300	168.0	3.0	12	1	0.20	0.0003	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			vaccination	AdTA					-35	-14	survival	222.0	3.0		6	1		209.0	8.0	12	1	0.06	0.025	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			vaccination	AdTA/AdhPrP					-35	-14	survival	231.0	9.0		12	1		209.0	8.0	12	1	0.11	0.0001	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	B6 dendritic cells transduced with AdTA	5e5 DCs at weeks 0 and 3				-35	-14	survival	223.0	10.0		6	0.833333333	300	209.0	8.0	12	1	0.07	0.008	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	B6 dendritic cells transduced with AdTA/AdhPrP	5e5 DCs at weeks 0 and 3				-35	-14	survival	225.0	12.0		6	1		209.0	8.0	12	1	0.08	0.023	0	
Rosset 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19295917/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654673/	Rosset	Eloit	mice	C57BL/6				wt	1	139A		0.005	100		i.p.	i.p.			cell therapy	Tg650 dendritic cells transduced with AdTA	5e5 DCs at weeks 0 and 3				-35	-14	survival	246.0	16.0		5	0.8	300	209.0	8.0	12	1	0.18	0.001	0	
Colombo 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19685199		Colombo	Forloni	hamsters	Syrian	M			wt	1	263K	63	0.001	50		i.p.	i.p.			small molecule	ST1859	25mg/kg 3x/week for 3 weeks		10.7	101.4	1	22	survival	170.0						152.0				0.12	0.001	0	
Colombo 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19685199		Colombo	Forloni	hamsters	Syrian	M			wt	1	263K	63	0.001	50		i.p.	i.p.			small molecule	ST1745	"25mg/kg 3x/week for 2 weeks, then  10 mg/kg 3x/week for 1 week"		10.7	101.4	1	22	survival	170.0						152.0				0.12	0.001	0	
Colombo 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19685199		Colombo	Forloni	hamsters	Syrian	M			wt	1	263K	63	0.00001	20		i.c.	i.p.			small molecule	ST1859	25mg/kg 3x/week for 3 weeks		10.7	101.4	1	22	survival	123.0						119.0				0.03	1	0	
Colombo 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19685199		Colombo	Forloni	hamsters	Syrian	M			wt	1	263K	63	0.00001	20		i.c.	i.p.			small molecule	ST1745	"25mg/kg 3x/week for 2 weeks, then  10 mg/kg 3x/week for 1 week"		10.7	101.4	1	22	survival	129.0						119.0				0.08	0.03	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Statolon	45 ug 24h before infection				-1	-1	survival	149.5			20			158.2		20		-0.05	1	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Sendai virus	1.5 HA units 24h before infection				-1	-1	survival	144.8			20			162.1		20		-0.11	1	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Poly(I:C)	0.3 ug 24h before infection				-1	-1	survival	155.0			20			162.1		20		-0.04	1	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Poly(I:C)	30 ug 24h before infection				-1	-1	survival	154.8			20			162.1		20		-0.05	0.01	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Statolon	"45 ug starting 24h before infection, injected biweekly for 6 weeks following infection"				-1	42	survival	128.3			20			146.8		20		-0.13	0.001	0	Text and figure disagree as to whether treatment was biweekly for 6 weeks or biweekly for 6 treatments total
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Sendai virus	"1.5 HA unitsstarting 24h before infection, injected biweekly for 5 weeks following infection"				-1	35	survival	131.9			20			153.6		20		-0.14	0.001	0	Text and figure disagree as to whether treatment was biweekly for 6 weeks or biweekly for 6 treatments total
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Poly(I:C)	"0.3 ugstarting 24h before infection, injected weekly for 8 weeks following infection"				-1	56	survival	153.0			20			150.3		20		0.02	1	0	
Allen & Cochran 1977	1977	http://www.ncbi.nlm.nih.gov/pubmed/280156	http://deepblue.lib.umich.edu/bitstream/handle/2027.42/73540/j.1749-6632.1977.tb22003.x.pdf?sequence=1	Allen	Cochran	mice	Swiss-Webster				wt	1	Chandler		0.01		10e4.8	i.c.	i.c.			other	Poly(I:C)	"30 ug starting 24h before infection, injected weekly for 8 weeks following infection"				-1	56	survival	136.8			20			150.3		20		-0.09	1	0	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-PrP	100 ug DNA 3 times				-70	-42	symptomatic	57.0			4			65.0		4		-0.12		0	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-UbPrP	100 ug DNA 3 times				-70	-42	symptomatic	82.0			4			65.0		4		0.26	0.001	0	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-PrPLII	100 ug DNA 3 times				-70	-42	symptomatic	138.0			4			65.0		4		1.12		0	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-PrP	100 ug DNA 3 times				-70	-42	survival	140.0			4			140.0		4		0.00		1	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-UbPrP	100 ug DNA 3 times				-70	-42	survival	154.0			4			140.0		4		0.10		1	
Fernandez-Borges 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005675	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1617305/	Fernandez-Borges	Rodriguez	mice	129/Ola				wt	1	BSE1		0.1	20		i.c.	i.m.	pCMV	pCMV	vaccination	pCMV-PrPLII	100 ug DNA 3 times				-70	-42	survival	148.0			4			140.0		4		0.06		1	
Pflanz 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19088298	http://vir.sgmjournals.org/content/90/1/269.full	Pflanz	Weiss	mice					wt	1	RML		0.01	20		i.c.	i.c.	lentivirus	LVsiRNA-Lamin A/C	gene therapy	LVsiRNA-LRP 7	2.1e6 TU				-42	-42	symptomatic	145.0	0.0					139.0	0.0			0.04	0.005	0	
Pflanz 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19088298	http://vir.sgmjournals.org/content/90/1/269.full	Pflanz	Weiss	mice					wt	1	RML		0.01	20		i.c.	i.c.	lentivirus	LVsiRNA-Lamin A/C	gene therapy	LVsiRNA-LRP 9	2.1e6 TU				-42	-42	symptomatic	143.0	3.0					139.0	0.0			0.03	0.05	0	
Pflanz 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19088298	http://vir.sgmjournals.org/content/90/1/269.full	Pflanz	Weiss	mice					wt	1	RML		0.01	20		i.c.	i.c.	lentivirus	LVsiRNA-Lamin A/C	gene therapy	LVsiRNA-LRP 7	2.1e6 TU				-42	-42	survival	160.0	4.0					155.0	4.0			0.03	0.05	0	
Pflanz 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19088298	http://vir.sgmjournals.org/content/90/1/269.full	Pflanz	Weiss	mice					wt	1	RML		0.01	20		i.c.	i.c.	lentivirus	LVsiRNA-Lamin A/C	gene therapy	LVsiRNA-LRP 9	2.1e6 TU				-42	-42	survival	161.0	10.0					155.0	4.0			0.04	0.5	0	
Mayer-Sonnenfeld 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18350378		Mayer-Sonnenfeld	Gabizon	mice	C57BL				wt	1	RML		0.01			i.p.	p.o.			small molecule	tilorone	50 mg/kg/day dissolved in drinking water		50.0	283.8	0	3	survival	213.4	4.0					211.0	11.9			0.01	1	0	
Mayer-Sonnenfeld 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18350378		Mayer-Sonnenfeld	Gabizon	mice	C57BL				wt	1	RML		0.01			i.p.	p.o.			small molecule	tilorone	50 mg/kg/day dissolved in drinking water		50.0	283.8	-30	0	survival	225.4	7.0					211.0	11.9			0.07	0.01	0	
Mayer-Sonnenfeld 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18350378		Mayer-Sonnenfeld	Gabizon	mice	C57BL				wt	1	RML		0.01			i.p.	p.o.			small molecule	tilorone	50 mg/kg/day dissolved in drinking water		50.0	283.8	-30	3	survival	233.3	4.4					211.0	11.9			0.11	0.01	0	
Mayer-Sonnenfeld 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18350378		Mayer-Sonnenfeld	Gabizon	mice	C57BL				wt	1	RML		0.01			i.p.	p.o.			small molecule	tilorone	50 mg/kg/day dissolved in drinking water		50.0	283.8	-30	30	survival	245.0	8.4					211.0	11.9			0.16	0.01	0	
Sethi 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/12133662		Sethi	Kretzschmar	mice					wt	1	RML		0.1	100		i.p.	i.p.			vaccination	CpG oligodeoxynucleotide 1826	30 uL 0h after infection and daily for 4 days				0	4	survival	253.0	4.0		8	1		183.0	7.0	8	1	0.38	0.0001	0	
Sethi 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/12133662		Sethi	Kretzschmar	mice					wt	1	RML		0.1	100		i.p.	i.p.			vaccination	CpG oligodeoxynucleotide 1826	30 uL 7h after infection and daily for 4 days				0	4	survival	250.0	6.0		8	1		181.0	3.0	8	1	0.38	0.0005	0	
Sethi 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/12133662		Sethi	Kretzschmar	mice					wt	1	RML		0.1	100		i.p.	i.p.			vaccination	CpG oligodeoxynucleotide 1826	30 uL 7h after infection and daily for 20 days				0	20	survival	330.0			8	0	330	181.0	3.0	8	1	0.82	0.0005	0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.c.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				-5	-5	survival	168.0			6	1		164.0		6	1	0.02	1	0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.c.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				14	14	survival	168.0			6	1		172.0		6	1	-0.02	1	0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				-5	-5	survival	302.0	7.0		8	1		255.0	15.0	8	1	0.18	0.01	0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.001	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				-5	-5	survival	353.0	4.0		9	1		315.0	7.0	9	1	0.12	0.001	0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.0001	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				-5	-5	survival	466.4			9	0.777777778	500	424.9		9	0.555555556	0.10		0	Authors provided average survival for non-censored mice; these numbers include censored
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				-5	-5	survival	302.0						255.0				0.18		0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				14	14	survival	281.0	7.0		8	1		252.0	8.0	8	1	0.12		0	
Mabbott 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/11967328	http://jvi.asm.org/content/76/10/5131.full.pdf	Mabbott	Bruce	mice	C57BL				wt	1	ME7	70	0.01	20		i.p.	i.p.		huIg	macromolecule	huTNFR:Fc	a single intraperitoneal (i.p.) injection of 100  g of a dimeric fusion protein containing the soluble human TNFR (huTNFR) (p80) domain linked to the Fc portion of human immunoglobulin G1				38	38	survival	266.0						263.0				0.01		0	
Sadowski 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19385058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2713020/	Sadowski	Wisniewski	mice	CD-1	F			wt	1	22L	90	0.1	100		i.p.	i.p.	PBS	IgG	antibody	6D11	"1 mg 1 hour after inoculation, 0.5 mg twice per week"		0.1	0.8	0	28	survival	215.0			15	1		157.0		15	1	0.37	0.0001	0	I consider the 4 week IgG group as the control
Sadowski 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19385058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2713020/	Sadowski	Wisniewski	mice	CD-1	F			wt	1	22L	90	0.1	100		i.p.	i.p.	PBS	IgG	antibody	6D11	"1 mg 1 hour after inoculation, 0.5 mg twice per week"		0.1	0.8	0	56	survival	211.5			15	1		157.0		15	1	0.35	0.0001	0	I consider the 8 week IgG group as the control
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N				wt	1	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	1		bioluminescence	200.0			10			55.0			8	2.64			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N				wt	1	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	1		survival	219.0	21.0		10			108.0	1.0		8	1.03			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N		Tg4053		wt	4	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	1		bioluminescence	120.0			12			30.0			15	3.00			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N		Tg4053		wt	4	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	1		survival	143.0	7.0		12			52.0	2.0		15	1.75			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N				wt	1	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	60		survival	182.0	9.0		9			108.0	1.0			0.69			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N				wt	1	RML	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	78		survival	163.0	14.0		9			108.0	1.0			0.51			
Lu & Giles 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23965382	http://jpet.aspetjournals.org/content/early/2013/08/21/jpet.113.205799.long	Lu	Prusiner	mice	FVB/N		Tg1014	Giles 2010 http://www.ncbi.nlm.nih.gov/pubmed/20695008	"MHu2M,M111V,M165V,E167Q"	1	MM1 sCJD	56	0.01	30		i.c.	p.o.	1.25% PEG400 in chocolate liquid diet		small molecule	cpd-B	110 mg/kg/day in liquid diet		110.0	624.3	1		survival	78.0	1.0		5			80.0	1.0		13	-0.03			
Priola 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12934186	http://jid.oxfordjournals.org/content/188/5/699.full.pdf	Priola	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	21	0.1	50		i.p.	i.p.	PBS		small molecule	PcTS	".05 mL of 5mg/mL solution, 3x/week"		12.5	70.9	-28	-3	survival	150.0			10			90.0			12	0.67		1	
Priola 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12934186	http://jid.oxfordjournals.org/content/188/5/699.full.pdf	Priola	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	21	0.1	50		i.p.	i.p.	PBS		small molecule	PcTS	".05 mL of 5mg/mL solution, 3x/week"				-14	-3	survival	150.0			13			90.0			12	0.67		1	
Priola 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12934186	http://jid.oxfordjournals.org/content/188/5/699.full.pdf	Priola	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	21	0.1	50		i.p.	i.p.	PBS		small molecule	PcTS	".05 mL of 5mg/mL solution, 3x/week"				0	28	survival	150.0			9			90.0			12	0.67		1	
Priola 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12934186	http://jid.oxfordjournals.org/content/188/5/699.full.pdf	Priola	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	21	0.1	50		i.p.	i.p.	PBS		small molecule	PcTS	".05 mL of 5mg/mL solution, one-time injection"				-28	-28	survival	95.0			11			95.0			8	0.00		1	
Priola 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12934186	http://jid.oxfordjournals.org/content/188/5/699.full.pdf	Priola	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K	21	0.1	50		i.p.	i.p.	PBS		small molecule	PcTS	".05 mL of 5mg/mL solution, one-time injection"				-14	-14	survival	95.0			12			95.0			8	0.00		1	
